                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    151,                0.43411,                0.40647,                0.94302,                0.98722,                0.98926,                 0.9943,                 0.9072,                0.42565,                0.24369,                0.91549,             8.8375e-05,             8.8375e-05,             8.8375e-05
                    152,                0.42508,                0.39275,                0.93907,                0.98909,                0.98482,                0.99325,                0.91165,                 0.4123,                0.24167,                0.90709,             8.7798e-05,             8.7798e-05,             8.7798e-05
                    153,                0.42166,                0.39428,                0.93253,                0.99022,                0.98503,                0.99417,                0.91136,                0.41393,                0.24152,                 0.9083,              8.722e-05,              8.722e-05,              8.722e-05
                    154,                0.42803,                0.39754,                0.94049,                0.98902,                0.98736,                0.99412,                0.91108,                0.41808,                0.24313,                0.91311,             8.6642e-05,             8.6642e-05,             8.6642e-05
                    155,                0.42567,                0.40091,                0.93962,                0.99034,                0.99008,                0.99423,                0.91194,                0.41903,                0.24387,                0.91385,             8.6065e-05,             8.6065e-05,             8.6065e-05
                    156,                0.42403,                0.39149,                0.93598,                0.99293,                0.98962,                0.99457,                0.91159,                0.42125,                 0.2408,                0.91317,             8.5487e-05,             8.5487e-05,             8.5487e-05
                    157,                0.42308,                0.39121,                0.93945,                0.98959,                0.99034,                0.99461,                 0.9104,                0.42057,                0.23703,                0.91375,              8.491e-05,              8.491e-05,              8.491e-05
                    158,                0.42075,                0.38548,                0.93412,                0.99199,                0.99208,                 0.9948,                0.91029,                0.41915,                0.24077,                0.91166,             8.4332e-05,             8.4332e-05,             8.4332e-05
                    159,                0.42516,                0.39017,                0.93371,                0.99042,                 0.9923,                0.99457,                0.91134,                 0.4142,                0.23378,                0.90644,             8.3755e-05,             8.3755e-05,             8.3755e-05
                    160,                0.41586,                0.38643,                0.93531,                0.98998,                0.98938,                0.99463,                0.91162,                0.41956,                0.23421,                0.91153,             8.3178e-05,             8.3178e-05,             8.3178e-05
                    161,                0.41912,                0.38759,                0.93545,                0.99055,                 0.9906,                0.99453,                0.91143,                0.41823,                0.23631,                0.90978,               8.26e-05,               8.26e-05,               8.26e-05
                    162,                0.42281,                0.38838,                0.93643,                0.99186,                0.99007,                0.99462,                0.90887,                0.42277,                0.24148,                0.91348,             8.2023e-05,             8.2023e-05,             8.2023e-05
                    163,                0.42186,                0.38558,                0.93883,                0.98707,                0.99269,                0.99474,                0.90911,                0.41984,                0.23269,                0.91503,             8.1445e-05,             8.1445e-05,             8.1445e-05
                    164,                0.42323,                0.39487,                0.94154,                0.99203,                0.99141,                0.99469,                0.90695,                0.41706,                0.23282,                0.91364,             8.0868e-05,             8.0868e-05,             8.0868e-05
                    165,                 0.4193,                0.38474,                0.92974,                0.99062,                0.99256,                 0.9948,                0.91243,                0.41609,                0.22831,                0.90861,              8.029e-05,              8.029e-05,              8.029e-05
                    166,                0.41976,                0.38016,                0.93324,                0.99303,                0.99106,                0.99477,                0.90985,                0.42278,                0.23355,                0.91427,             7.9712e-05,             7.9712e-05,             7.9712e-05
                    167,                0.42288,                0.38342,                0.93824,                0.98902,                0.99087,                0.99428,                0.90921,                0.42292,                0.23845,                0.91445,             7.9135e-05,             7.9135e-05,             7.9135e-05
                    168,                0.41886,                0.38278,                0.93838,                0.99087,                 0.9886,                0.99464,                0.91086,                0.42088,                0.23532,                0.91135,             7.8558e-05,             7.8558e-05,             7.8558e-05
                    169,                0.42204,                0.38425,                 0.9354,                0.99302,                0.99068,                0.99477,                0.90771,                0.42204,                0.22975,                0.91473,              7.798e-05,              7.798e-05,              7.798e-05
                    170,                0.42265,                 0.3886,                 0.9354,                0.99108,                0.99158,                0.99469,                0.91167,                0.41351,                 0.2307,                0.90805,             7.7402e-05,             7.7402e-05,             7.7402e-05
                    171,                0.42256,                0.38219,                0.94001,                0.99221,                 0.9878,                0.99371,                0.91332,                 0.4159,                0.23034,                 0.9109,             7.6825e-05,             7.6825e-05,             7.6825e-05
                    172,                0.41481,                0.38195,                0.93241,                 0.9923,                0.98858,                0.99474,                0.91316,                 0.4195,                0.22837,                0.91193,             7.6247e-05,             7.6247e-05,             7.6247e-05
                    173,                 0.4231,                0.38388,                0.93201,                0.99284,                0.98871,                0.99474,                0.91053,                0.41589,                0.22954,                0.91109,              7.567e-05,              7.567e-05,              7.567e-05
                    174,                0.42164,                0.37819,                0.93884,                0.99269,                0.98688,                 0.9947,                0.90896,                0.41482,                0.23478,                0.90773,             7.5092e-05,             7.5092e-05,             7.5092e-05
                    175,                0.41241,                0.37076,                0.93012,                0.99232,                0.99145,                0.99462,                0.91107,                0.41961,                0.23447,                0.91275,             7.4515e-05,             7.4515e-05,             7.4515e-05
                    176,                0.41976,                0.38063,                0.93053,                0.99308,                 0.9932,                0.99487,                0.91108,                0.41766,                0.23584,                0.91415,             7.3938e-05,             7.3938e-05,             7.3938e-05
                    177,                0.41866,                 0.3769,                 0.9348,                0.99277,                0.99234,                0.99475,                0.91085,                0.41881,                 0.2292,                0.91253,              7.336e-05,              7.336e-05,              7.336e-05
                    178,                 0.4163,                0.37631,                0.93417,                0.99009,                0.99148,                0.99469,                0.91225,                0.41435,                0.22556,                 0.9102,             7.2783e-05,             7.2783e-05,             7.2783e-05
                    179,                 0.4151,                0.37131,                0.93052,                0.99068,                0.98992,                0.99469,                0.91122,                0.42103,                0.22828,                 0.9153,             7.2205e-05,             7.2205e-05,             7.2205e-05
                    180,                 0.4196,                0.37783,                0.93378,                0.99078,                0.98704,                0.99488,                0.91105,                0.41719,                0.22699,                0.91047,             7.1628e-05,             7.1628e-05,             7.1628e-05
                    181,                0.40765,                0.36315,                0.92801,                0.99076,                 0.9869,                0.99438,                0.90926,                0.41868,                0.22667,                0.91281,              7.105e-05,              7.105e-05,              7.105e-05
                    182,                0.41157,                0.35989,                0.93023,                0.99346,                0.98477,                0.99447,                0.91264,                0.41642,                 0.2259,                 0.9106,             7.0472e-05,             7.0472e-05,             7.0472e-05
                    183,                0.41417,                0.37002,                0.93342,                0.99098,                0.99028,                0.99439,                0.91297,                0.41663,                 0.2256,                0.91354,             6.9895e-05,             6.9895e-05,             6.9895e-05
                    184,                 0.4122,                0.37033,                0.92789,                0.99188,                0.99155,                0.99475,                0.90991,                0.41705,                0.22295,                0.91548,             6.9317e-05,             6.9317e-05,             6.9317e-05
                    185,                0.41358,                0.36807,                0.93402,                 0.9922,                0.98795,                0.99472,                0.90951,                0.41604,                0.22899,                0.91229,              6.874e-05,              6.874e-05,              6.874e-05
                    186,                0.41386,                0.36755,                0.93977,                0.99229,                0.98816,                 0.9947,                0.90816,                0.42388,                0.22869,                0.91912,             6.8162e-05,             6.8162e-05,             6.8162e-05
                    187,                0.42001,                0.37551,                0.93405,                0.99382,                0.98902,                0.99469,                0.91041,                0.41821,                0.22814,                0.91609,             6.7585e-05,             6.7585e-05,             6.7585e-05
                    188,                0.40899,                0.36457,                0.93292,                0.99043,                0.98909,                 0.9948,                0.90956,                0.41887,                0.22946,                0.91454,             6.7007e-05,             6.7007e-05,             6.7007e-05
                    189,                0.41278,                0.36288,                0.93039,                0.99107,                0.98921,                0.99454,                 0.9087,                0.41923,                0.22739,                0.91595,              6.643e-05,              6.643e-05,              6.643e-05
                    190,                0.40677,                0.35852,                0.92227,                0.99176,                0.99264,                0.99493,                0.90763,                0.41777,                0.22469,                0.91413,             6.5853e-05,             6.5853e-05,             6.5853e-05
                    191,                0.41362,                0.37191,                0.93342,                0.99338,                0.99101,                0.99482,                0.91125,                0.41877,                 0.2267,                0.91525,             6.5275e-05,             6.5275e-05,             6.5275e-05
                    192,                0.41009,                0.36528,                0.92647,                0.99072,                 0.9909,                 0.9948,                0.91113,                0.41886,                0.22968,                0.91637,             6.4697e-05,             6.4697e-05,             6.4697e-05
                    193,                 0.4128,                0.36999,                0.93354,                 0.9896,                0.98715,                 0.9948,                0.91157,                 0.4163,                0.23129,                 0.9111,              6.412e-05,              6.412e-05,              6.412e-05
                    194,                0.39924,                0.35639,                  0.922,                0.98748,                0.99001,                0.99462,                0.91079,                0.42075,                0.22488,                0.91571,             6.3543e-05,             6.3543e-05,             6.3543e-05
                    195,                0.40645,                 0.3609,                0.92374,                0.99096,                0.99086,                0.99486,                0.91035,                 0.4247,                0.22878,                0.91832,             6.2965e-05,             6.2965e-05,             6.2965e-05
                    196,                0.40547,                0.36555,                0.93043,                 0.9909,                0.98808,                0.99449,                0.91091,                0.42111,                0.23138,                0.91597,             6.2387e-05,             6.2387e-05,             6.2387e-05
                    197,                0.40268,                0.35808,                0.92428,                0.99058,                0.99234,                 0.9948,                0.90941,                0.41988,                0.22703,                0.91382,              6.181e-05,              6.181e-05,              6.181e-05
                    198,                0.39826,                0.35345,                0.92304,                0.99167,                0.99138,                0.99459,                0.91124,                0.42005,                0.22155,                0.91137,             6.1233e-05,             6.1233e-05,             6.1233e-05
                    199,                0.40331,                0.35002,                0.92561,                0.99008,                0.99296,                0.99469,                  0.911,                0.41646,                0.21887,                0.91026,             6.0655e-05,             6.0655e-05,             6.0655e-05
                    200,                0.40376,                0.35527,                0.92954,                0.98963,                0.99017,                 0.9945,                0.90901,                0.41963,                0.22689,                0.91457,             6.0077e-05,             6.0077e-05,             6.0077e-05
                    201,                0.40458,                0.35397,                0.92644,                0.99091,                0.98752,                0.99474,                0.90847,                0.42095,                0.23115,                0.91365,               5.95e-05,               5.95e-05,               5.95e-05
                    202,                0.40486,                 0.3581,                0.92516,                0.99028,                0.99059,                0.99458,                0.90759,                0.42522,                0.22584,                0.91878,             5.8922e-05,             5.8922e-05,             5.8922e-05
                    203,                0.40111,                0.35565,                 0.9262,                0.99092,                0.99113,                0.99462,                0.91024,                 0.4188,                 0.2222,                 0.9112,             5.8345e-05,             5.8345e-05,             5.8345e-05
                    204,                 0.4022,                0.35364,                0.92562,                0.99127,                0.99123,                0.99462,                0.90996,                0.42073,                0.22415,                0.91443,             5.7768e-05,             5.7768e-05,             5.7768e-05
                    205,                0.39299,                0.35037,                0.91503,                0.98979,                0.99032,                0.99466,                0.91027,                0.42198,                0.22593,                0.91598,              5.719e-05,              5.719e-05,              5.719e-05
                    206,                0.39679,                0.35696,                0.92209,                0.99153,                0.98672,                 0.9944,                0.91137,                  0.422,                0.22647,                0.91456,             5.6613e-05,             5.6613e-05,             5.6613e-05
                    207,                0.39238,                0.34321,                0.92142,                0.99079,                0.98928,                0.99437,                0.91028,                0.42368,                0.22942,                0.91757,             5.6035e-05,             5.6035e-05,             5.6035e-05
                    208,                0.40362,                0.35552,                 0.9311,                0.99241,                0.98981,                0.99407,                0.90887,                0.42316,                0.22742,                0.91706,             5.5458e-05,             5.5458e-05,             5.5458e-05
                    209,                0.39811,                0.35191,                0.92604,                0.99103,                0.98661,                0.99435,                0.91022,                0.41973,                0.22463,                0.91185,              5.488e-05,              5.488e-05,              5.488e-05
                    210,                0.40161,                0.35114,                0.92464,                0.99216,                0.98627,                0.99445,                0.90998,                0.41794,                0.22655,                0.91221,             5.4303e-05,             5.4303e-05,             5.4303e-05
                    211,                0.39706,                0.34781,                 0.9217,                0.99187,                0.98851,                0.99428,                  0.911,                0.41888,                0.22291,                0.91408,             5.3725e-05,             5.3725e-05,             5.3725e-05
                    212,                0.39618,                0.34805,                0.92275,                0.98939,                 0.9891,                0.99364,                0.91125,                0.41765,                0.22149,                  0.916,             5.3147e-05,             5.3147e-05,             5.3147e-05
                    213,                 0.3975,                0.35011,                0.91941,                0.99134,                 0.9904,                0.99377,                0.91111,                0.41779,                0.21969,                0.91398,              5.257e-05,              5.257e-05,              5.257e-05
                    214,                0.39546,                0.34632,                0.92379,                0.99304,                 0.9907,                 0.9947,                 0.9101,                 0.4187,                0.22017,                0.91389,             5.1993e-05,             5.1993e-05,             5.1993e-05
                    215,                0.39563,                0.34825,                0.92714,                0.99229,                 0.9909,                0.99452,                0.91013,                0.41815,                0.22367,                0.91643,             5.1415e-05,             5.1415e-05,             5.1415e-05
                    216,                0.39079,                0.33944,                0.92778,                0.98986,                0.99081,                0.99461,                0.91098,                0.42117,                0.22193,                0.91482,             5.0837e-05,             5.0837e-05,             5.0837e-05
                    217,                0.39678,                0.34471,                0.92276,                0.99127,                0.98856,                0.99443,                 0.9099,                0.42484,                0.22764,                0.91739,              5.026e-05,              5.026e-05,              5.026e-05
                    218,                0.40088,                0.35186,                0.92715,                0.99231,                0.99009,                0.99435,                 0.9108,                0.42236,                 0.2251,                0.91629,             4.9682e-05,             4.9682e-05,             4.9682e-05
                    219,                0.39114,                0.34657,                0.92347,                0.99205,                0.99147,                0.99463,                0.90998,                0.42194,                0.22329,                0.91619,             4.9105e-05,             4.9105e-05,             4.9105e-05
                    220,                0.39716,                0.34203,                0.92812,                 0.9911,                0.99196,                0.99475,                0.91049,                0.42098,                0.22237,                0.91526,             4.8528e-05,             4.8528e-05,             4.8528e-05
                    221,                0.39483,                 0.3464,                0.92152,                0.99165,                0.99242,                0.99468,                 0.9131,                 0.4175,                0.21958,                 0.9146,              4.795e-05,              4.795e-05,              4.795e-05
